mangaId,title,img,latestChapter,rating,src,description,authors
manga-rq995151,That Time Only Akari Got Reincarnated As A Slime,/mangaimage/manga-rq995151.jpg,Vol.3 Chapter 16.1: Extra 7,4.11,/manga/manga-rq995151,The Amusement Club gets transported to another world… and Akari turns into a slime. A new Yuru Yuri isekai spinoff.,Minadori Naya
manga-rq995173,Eiyuu*senki - The World Conquest,/mangaimage/manga-rq995173.jpg,Vol.2 Chapter 9,4.24,/manga/manga-rq995173,"Waking up with no memories in the arms of his little sister(?) Himiko, our hero decides to cast his lot in with her to bring about world peace by uniting it all under one banner.That said, the only way they can do this is through fighting their way past many of the legendary heroes of old. Only this time, they all seem to be cute girls instead!Journeying to the four corners of the Earth, they will have to deal with the likes of Oda Nobunaga, King Arthur, Napoleon, Lu Bu and many others on their path to world domination.As the comic version of the game series Eiyu*Senki, this manga brings more original story arcs for the lovable characters of the series in a world similar yet different to that of the games.",Endou Okito
manga-rf995288,Masked Knight Will Never Deceive The Villainess,/mangaimage/manga-rf995288.jpg,Chapter 2,4.9,/manga/manga-rf995288,"Can the ex-otaku villainess resist the perilous temptation coming from her beloved character, who happens to be her own killer?!",Toori
manga-xl1000746,Isekai Tensei Slum Machi Kara No Nariagari – Saishuya Ryou Wo Shite Gohan Tabete Slow Life Surun Da,/mangaimage/manga-xl1000746.jpg,Chapter 1.3,4.82,/manga/manga-xl1000746,"At the age of 6, Ed, a boy suddenly recalls that he is a reincarnated individual from modern Japan. However, his current life unfolds in the slums of another world! Struggling with a poverty-stricken existence in his daily life, he shares his living space with and eats with his childhood friend, a girl named Miinya. Their daily fare consists mainly of 'boiled beans.' Ed, drawing upon his knowledge from modern Japan, discovers edible wild plants and leaves suitable for making tea to improve their dietary situation. In pursuit of a slow life, Ed's life of gathering and hunting begins!",Ebirou Takigawa
manga-gi983517,Who Made Me A Princess,/mangaimage/manga-gi983517.jpg,Chapter 125,4.72,/manga/manga-gi983517,"The beautiful Athanasia was killed at the hands of her own biological father, Claude de Alger Obelia, the cold-blooded emperor! It’s just a silly bedtime story… until one woman wakes up to suddenly find she’s become that unfortunate princess! She needs a plan to survive her doomed fate, and time is running out. Will she go with Plan A, live as quietly as possible without being noticed by the infamous emperor? Plan B, collect enough money to escape the palace? Or will she be stuck with Plan C, sweet-talking her way into her father’s good graces?!",Plutos
manga-tt996776,Makai Youjo Ni Tensei Shita Oji-San Wa Heiwa No Tame Ni Maou Ni Naritai,/mangaimage/manga-tt996776.jpg,Vol.3 Chapter 10: Scarlet-Dyed Dignity,3.74,/manga/manga-tt996776,"An old man was laid off from his job at a black company. While wallowing in the depths of his despair, he encounters a mysterious stone that sends him to another world filled with magic and alchemy. The man finds himself reincarnated as Hiyo — the youngest daughter of the demon lord.Hiyo attempts to make a dazzling fresh start in life by utilizing both her newfound magical powers and prior tribulations as a salaryman, however, the demon world is in the midst of a battle for succession. In order to change herself, the ex-old man is determined to defy the demon lord and her siblings. And after meeting Ernest, a hero with his own circumstances, they work together to take over the throne of the demon lord — for both the sake of peace and to search for a place to belong. The two of them defy destiny, even if it means destroying the world to do so...",Kaisei Kyou
manga-ol991746,Awakening In The Three Kingdoms As The Demon’S Daughter ~The Legend Of Dong Bai~,/mangaimage/manga-ol991746.jpg,Chapter 9,4.9,/manga/manga-ol991746,"Awakening in the Three Kingdoms as the Demon's Daughter ~The Legend of Dong Bai manga, Maou Reijou kara Hajimeru Sangokushi ~Touhaku Den, Shirokawa Sasane (30) is a former trading company employee and a huge fan of Romance of the Three Kingdoms. One day, after losing consciousness in Chinatown, he wakes up to find himself in the form of a little girl. However, the new body he finds himself in isn't just any little girl, but the granddaughter of the infamous tyrannical Dong Zhuo, Dong Bai. In order to avoid the fate of being executed alongside Dong Zhuo, Dong Bai will have to use both experience as a Japanese businessman as well as knowledge of the era!",Izaki Kyosuke
manga-tp997224,I Thought It's A Common Possession,/mangaimage/manga-tp997224.jpg,,4.1,/manga/manga-tp997224,"I was the villainess who would die at the hands of the male lead, but I know this is a cliché! I thought it was a pretty good deal to die unjustly, as a payment for the price I paid for being the villainess. Until I realized that I couldn’t escape from the original plotline. If I was going to die anyway according to the original, then let’s give a kiss to my handsome husband!… Why did the original plot start to change?",Wonjak
manga-pq992573,"Saint? No, It's A Passing Demon! ~Absolutely Invincible Saint Travels With Mofumofu~",/mangaimage/manga-pq992573.jpg,Chapter 15,4.05,/manga/manga-pq992573,".Finally,Finally........I can touch fluffy!Kanata, the girl known as the second coming of the ""Saint"".She has a lot of talent, and her chosen profession is the weakest of all the demon users.That's right, Kanata, who ended up having a previous life of loneliness, has chosen to use her cheat power to pat all the world's fluffers. All you have to do is to adore it to the fullest!A fast-paced girl's otherworldly adventure story, comicalized!",Inujin Inumajin
manga-wg999663,Tensei Shitara Joban De Shinu Nakabosudatta ―Hiroin Kenzoku-Ka De Ikinokoru―,/mangaimage/manga-wg999663.jpg,Vol.1 Chapter 1.5,4.34,/manga/manga-wg999663,"You wake up after an accident and are reincarnated as a middle boss who dies early in the game! In order not to be killed by the heroes who will eventually attack you, you must XXX and make the women your servants and gain more comrades! An exciting and inevitable otherworldly survival fantasy! (MTL)Novel description for more info (MTL):Toyo Akutsu unfortunately died in an accident, but the next moment he was somehow reincarnated in the world of a famous RPG as Ashnold, the weakest of the Four Heavenly Kings. At this rate, he will lose to the hero and die. Even if they were miraculously defeated, the heroes would raise their level and return. In order to survive, he has no choice but to use the forbidden bug technique ``Betrayal Bug'' to make the hero's group his followers and control their bodies and minds. Will Akutsu (Ash) be able to subjugate all the heroines, build a harem, and survive the death event...?",Shinai Inashita
manga-sb995358,"Even Though I’M A Mob, Vampires Are Sucking My Blood",/mangaimage/manga-sb995358.jpg,Chapter 8,3.85,/manga/manga-sb995358,"Even Though I’m A Mob, Vampires Are Sucking My Blood summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Even Though I’m A Mob, Vampires Are Sucking My Blood. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Neko Kotatsu
manga-lc952485,Isekai Tensei Soudouki,/mangaimage/manga-lc952485.jpg,Chapter 94,4.73,/manga/manga-lc952485,"Balud Cornelius is the son of a noble of the Mauricia kingdom and inside him also dwell the souls of the niggardly warring states commander Oka Sadatoshi and animal ear otaku high schooler Oka Masaharu. With these 3 souls in a single body, he can exhibit extraordinary abilities when it comes to combat or managing the domain.",Takami Ryousen
manga-xp1001098,"Teihen Ossan, Cheat Kokusei De Isekai Rakuraku Life",/mangaimage/manga-xp1001098.jpg,Chapter 3.2: A Great Meal,4.76,/manga/manga-xp1001098,"Reincarnated from a bottom-tier salaryman to an adventurer, he possessed only one skill: . A seemingly dead-end second life enveloped in games even in another world… This is the record of a man’s meteoric rise from the depths to cheat-level life in another world!",Giaman
manga-xc1001037,Isekai Maou To Shoukan Shoujo No Dorei Majutsu,/mangaimage/manga-xc1001037.jpg,Vol.10 Chapter 48.2: Trying Out Chasing After Them I,3.68,/manga/manga-xc1001037,"When it comes to the fantasy MMORPG Cross Reverie, none can match the power of the Demon King Diablo. Possessing the game's rarest artifacts and an unrivaled player level, he overpowers all foolish enough to confront him. But despite his fearsome reputation, Diablo's true identity is Takuma Sakamoto, a shut-in gamer devoid of any social skills.     Defeating hopeless challengers day by day, Takuma cares about nothing else but his virtual life—that is, until a summoning spell suddenly transports him to another world where he has Diablo's appearance!    In this new world resembling his favorite game, Takuma is greeted by the two girls who summoned him: Rem Galeu, a petite Pantherian adventurer, and Shera L. Greenwood, a busty Elf summoner. They perform an Enslavement Ritual in an attempt to subjugate him, but the spell backfires and causes them to become his slaves instead.With the situation now becoming more awkward than ever, Takuma decides to accompany the girls in finding a way to unbind their contract while learning to adapt to his new existence as the menacing Demon King.",Murasaki Yukiya
